run_id,method,fraction,seed,runtime_s,gpu_hours,trainable_params,total_params,test_mae_mev_atom,gpu_inventory,foundation_inference_rerun,notes
classical_delta_frac1000_seed20260530,classical_delta,1.0,20260530,71.27916550636292,0.01979976819621192,,,16.356084222197758,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
feature_stacking_frac1000_seed20260528,feature_stacking,1.0,20260528,139.8671383857727,0.03885198288493686,498404.0,498643.0,30.30341706485277,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
feature_stacking_frac1000_seed20260529,feature_stacking,1.0,20260529,154.4359953403473,0.04289888759454091,498404.0,498643.0,30.158892579965812,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
feature_stacking_frac1000_seed20260530,feature_stacking,1.0,20260530,133.8099160194397,0.037169421116511024,498404.0,498643.0,30.40541035793374,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
formdelta_frac1000_seed20260528,formdelta,1.0,20260528,139.47634959220886,0.03874343044228024,498404.0,498643.0,17.431064690047823,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
formdelta_frac1000_seed20260529,formdelta,1.0,20260529,136.33540058135986,0.03787094460593329,498404.0,498643.0,18.189015082606574,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
formdelta_frac1000_seed20260530,formdelta,1.0,20260530,139.10653424263,0.03864070395628611,498404.0,498643.0,17.796354259133384,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac1000_seed20260528,target_only,1.0,20260528,141.8410964012146,0.03940030455589295,498404.0,498643.0,65.94963373425024,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac1000_seed20260529,target_only,1.0,20260529,158.79215264320374,0.044108931289778816,498404.0,498643.0,65.96512582946986,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac1000_seed20260530,target_only,1.0,20260530,79.85955381393433,0.022183209392759536,498404.0,498643.0,65.17902151940137,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
